,src,target,model_pred
146,"rt username : "" that's just zayn there warmin up before the show "" httpurl","rt username : "" that's just zayn there warming up before the show "" httpurl","rt username : "" that's just zayn there warming up before the show "" httpurl"
147,"lol someone's ' nb ' 11 / 8 favourite , nice one","laughing out loud someone's ' nb ' 11 / 8 favorite , nice one","laughing out loud someone's'nb'11 / 8 favorite , nice one"
148,"username means jinka grip hu subjects ppe . . . like we are studying unpeacekeeping , humen retd . col parha rhy hyn he is best on it : )","username means jinka grip hu subjects people . . . like we are studying unpeacekeeping , human retd . col parha rhy hyn he is best on it : )","username means jinka grip hu subjects people . . . like we are studying unpeacekeeping , human retd . col parha rhy hyn he is best on it : )"
149,fina try n go bck to sleep,going to try and go back to sleep,going to try and go back to sleep
150,it'l be hashtag . vee's style . . mathata ke gore i'm a nobody - _ _ -,it'l be hashtag . vee's style . . mathata ke gore i'm a nobody - _ _ -,it'l be hashtag . vee's style . . mathata ke gore i'm a nobody - _ _ -
151,rt username : evanescence vs linkin park rt - - evanescence fav - - linkin park httpurl,rt username : evanescence vs linkin park rt - - evanescence fav - - linkin park httpurl,rt username : evanescence vs linkin park rt - - evanescence fav - - linkin center httpurl
152,yaya toure refuses to commit future to manchester city httpurl,yaya toure refuses to commit future to manchester city httpurl,yaya toure refuses to commit future to manchester city httpurl
153,photoset : thewicked - ivy : rape tw annalynne mccord revealed she was abused . and these were some of the . . . httpurl,photoset : thewicked - ivy : rape tw annalynne mccord revealed she was abused . and these were some of the . . . httpurl,photoset : thewicked - ivy : rape tw annalynne mccord revealed she was abused . and these were some of the . . . httpurl
154,httpurl hashtag : mad catz r . a . t . 7 gaming mouse for pc and mac mad catz r . a . t . 7 gaming mouse for pc a . . . httpurl,httpurl hashtag : mad catz r . a . t . 7 gaming mouse for pc and mac mad catz r . a . t . 7 gaming mouse for pc a . . . httpurl,httpurl hashtag : mad catz r . a . t . 7 gaming mouse for pc and mac mad cats r . an . tweet mouse forpc a . . . httpurd
155,username omygosh it was wasnt it it was so ace,username omygosh it was wasn't it it was so ace,username omygosh it was wasn't it it was so ace
156,kori called michael mookie and my life is so complete,kori called michael mookie and my life is so complete,kori called michael mookie and my life is so complete
157,one of the tatts im gettin httpurl,one of the tatts i'm getting httpurl,one of the tatts i'm getting httpurl
158,username gazzetta says t . silva and ibra argued and silva wants to leave psg . is that true ? thought they were good friends hashtag,username gazzetta says t . silva and ibra argued and silva wants to leave psg . is that true ? thought they were good friends hashtag,username gazzetta says t . silva and ibra argued and silva wants to leave psg . is that true ? thought they were good friends hashtag
159,username ah oh i see . . i almost had a heartattack when u said 5 bc i havent seen it hahah,username ah oh i see . . i almost had a heartattack when you said 5 because i haven't seen it hahah,username ah oh i see . . i almost had a heartattack when you said 5 because i haven't seen it hahah
160,nigga still anit gone take mine glock 26 with 8 shots,nigger still ain't gone take mine glock 26 with 8 shots,nigger still ain't gone take mine glock 26 with 8 shots
161,"rt username : hashtag for rp , jfb , retweet juseyo !","rt username : hashtag for rp , jesus fucking bale , retweet juseyo !","rt username : hashtag for rp , jesus fucking bale , retweet juseyo !"
162,i need a new number shouldn't have gave this one out to dumbass ppl,i need a new number shouldn't have gave this one out to dumbass people,i need a new number shouldn't have gave this one out to dumbass people
163,evry1s saying that bam r performing 2moz but they aint no bgt so : s ? ?,everyone's saying that bam r performing tomorrow but they ain't no bgt so : s ? ?,everyone's saying that bam r performing tomorrow but they ain't no bgt so : s ? ?
164,this summer i want to re - teach myself the guitar and to get hot thats happening im making it happen,this summer i want to re - teach myself the guitar and to get hot that's happening i'm making it happen,this summer i want to re - teach myself the guitar and to get hot that's happening i'm making it happen
165,username username fuck matty i love u so much,username username fuck matty i love you so much,username username fuck matty i love you so much
166,""" username : lol im not whiny . shallow nor am i boring "" hahaha oh",""" username : laughing out loud i'm not whiny . shallow nor am i boring "" hahaha oh",""" username : laughing out loud i'm not whiny . shallow nor am i boring "" hahaha oh"
167,"i see a little silhouetto of a man , scaramouche scaramouche will you do the fandango","i see a little silhouetto of a man , scaramouche scaramouche will you do the fandango","i see a little silhouetto of a man , scaramouche scaramoucher will you do the fandango"
168,"what happen with maomao ? rt username : "" username : maomao . . . httpurl . .","what happen with maomao ? rt username : "" username : maomao . . . httpurl . .","what happen with maomao ? rt username : "" username ; maomai . . . httpurl . ."
169,username hi coach ! ! ! a gud evening to you . mis u,username hi coach ! ! ! a good evening to you . miss you,username hi coach ! ! ! a good evening to you . miss you
170,"rt username : "" username pray for ayu , :'( "" stay strong : ' d","rt username : "" username pray for you , :'( "" stay strong : ' d","rt username : "" username pray for you , :'( "" stay strong :'d"
171,"rt username : "" a veces simplemente , te cansas . ""","rt username : "" a veces simplemente , te cansas . ""","rt username : "" a veces simplemente , te cansas . """
172,rt username : when u see bae tweeting someone else httpurl,rt username : when you see bae tweeting someone else httpurl,rt username : when you see bae tweeting someone else httpurl
173,frozen with the nephew ! ! : ) ( @ auditorio civico del estado w / 2 others ) httpurl,frozen with the nephew ! ! : ) ( @ auditorio civico del estado w / 2 others ) httpurl,frozen with the nephew ! ! : ) ( @ auditorio civico del estado w / 2 others ) httpurl
174,""" username : username we're the kings of europe also in basketball . 8 european cups . just a reminder ! ! "" jajaja enorme mirotic !",""" username : username we're the kings of europe also in basketball . 8 european cups . just a reminder ! ! "" jajaja enorme mirotic !",""" username : username we're the kings of europe also in basketball . 8 european cups . just a reminder ! ! "" jajaja enorme mirotic !"
175,username zayn is not ugly thank you and screw your brother he has perrie !,username zayn is not ugly thank you and screw your brother he has perrie !,username zayn is not ugly thank you and screw your brother he has perrie !
176,username username let me know the details asap ! im soo siked,username username let me know the details as soon as possible ! i'm so siked,username username let me know the details as soon as possible ! i'm so siked
177,username username i aint messin with no1s wifey yo lol,username username i ain't messing with no one's wifey you laughing out loud,username username i ain't messing with no one's wifey you laughing out loud
